x_m,y_m
-1.399329390230628429e+06,-7.736929726573509397e+05
-1.406725795203824062e+06,-7.702882783046100521e+05
-1.411421925345535856e+06,-7.673531969660402974e+05
-1.417409491276218090e+06,-7.633614863455854356e+05
-1.418864084468149813e+06,-7.617096601784764789e+05
-1.422763818046938628e+06,-7.572811491652756231e+05
-1.424336283235242823e+06,-7.554954683582184371e+05
-1.427740977587983711e+06,-7.443421592716532759e+05
-1.432437107729695505e+06,-7.364761412842863938e+05
-1.441946771266661584e+06,-7.222703476056087529e+05
-1.450986821789456299e+06,-7.175742174638970755e+05
-1.458970243030366022e+06,-7.166349914355548099e+05
-1.467775487046075519e+06,-7.169872011961831013e+05
-1.481394264457039069e+06,-7.129954905757282395e+05
-1.489671193831805838e+06,-7.088276750749590574e+05
-1.497537211819172837e+06,-7.073014327789027011e+05
-1.503818285883712117e+06,-7.033684237852193182e+05
-1.506048947701025289e+06,-6.996115196718500229e+05
-1.509218835546680493e+06,-6.943870748891957337e+05
-1.509703530701291980e+06,-6.948102214527453762e+05
-1.512917038033278426e+06,-6.976156643616225338e+05
-1.516086925878933864e+06,-6.987309952702790033e+05
-1.529177388648954919e+06,-6.975569627348510548e+05
-1.539684979841034627e+06,-6.975569627348510548e+05
-1.544146303475660738e+06,-6.989071001505930908e+05
-1.548255417349658441e+06,-6.999050278057068354e+05
-1.550712058968870202e+06,-7.027203032379422802e+05
-1.556297540217339527e+06,-7.091211832088158699e+05
-1.559995742703937460e+06,-7.128780873221851652e+05
-1.561463283373222454e+06,-7.166349914355545770e+05
-1.565572397247220157e+06,-7.200396857882955810e+05
-1.570972946910188533e+06,-7.225638557394655654e+05
-1.574788552650329191e+06,-7.245597110496930545e+05
-1.577430125855042133e+06,-7.264381631063777022e+05
-1.577195319347956218e+06,-7.343335319071302656e+05
-1.576432198199928040e+06,-7.366522461646003649e+05
-1.574231953285833821e+06,-7.387149898928053444e+05
-1.578502552589372732e+06,-7.385914270548692439e+05
-1.579687248594463104e+06,-7.380251239984462736e+05
-1.581040297542107757e+06,-7.378561574182724580e+05
-1.581696524560822640e+06,-7.376756690180167789e+05
-1.582353325393641368e+06,-7.375352929267568979e+05
-1.583150336785917869e+06,-7.374324786449902458e+05
-1.584373274894337403e+06,-7.373692335087611573e+05
-1.584397787510504480e+06,-7.367768950888030231e+05
-1.585298597051984863e+06,-7.363276655466849916e+05
-1.586648505650189472e+06,-7.363285444028382190e+05
-1.587303561285259668e+06,-7.374737325575078139e+05
-1.587997486657185713e+06,-7.376794297747922828e+05
-1.589169518100333866e+06,-7.370115687058679760e+05
-1.590249716513099149e+06,-7.358802206869081128e+05
-1.591149433840066893e+06,-7.358808960812686710e+05
-1.592049264386354014e+06,-7.363320514120636508e+05
-1.592705224433247466e+06,-7.369903895410399418e+05
-1.593322096186489332e+06,-7.370279859459566651e+05
-1.594299345055873506e+06,-7.367836940120299114e+05
-1.594749024649922270e+06,-7.367832911615412449e+05
-1.597015105107983807e+06,-7.350695240572707262e+05
-1.597766707696280442e+06,-7.337383570089848945e+05
-1.598296225076797651e+06,-7.321824991403571330e+05
-1.597897149949438637e+06,-7.312734471955214394e+05
-1.597794136753655039e+06,-7.306572047684615245e+05
-1.598192716673424002e+06,-7.303357331618909957e+05
-1.598579321746331872e+06,-7.302733465078982990e+05
-1.599414936606554082e+06,-7.300034427434270037e+05
-1.600701522716443520e+06,-7.293085118660769658e+05
-1.601510953040682478e+06,-7.284081259152378188e+05
-1.602615372745638015e+06,-7.280236034908770816e+05
-1.603516417769297026e+06,-7.275737961606052704e+05
-1.605085084417750360e+06,-7.272898352438014699e+05
-1.606950046530968510e+06,-7.260942687121632043e+05
-1.607786869774547173e+06,-7.251142284717287403e+05
-1.608675085071007255e+06,-7.249808914453624748e+05
-1.609344657917714212e+06,-7.237448226341670379e+05
-1.609434456963533768e+06,-7.229538678162539145e+05
-1.609163118053046288e+06,-7.220834172744976822e+05
-1.607949515005174559e+06,-7.205497674743690295e+05
-1.607450251049596118e+06,-7.195499567066539312e+05
-1.607324870794130489e+06,-7.181747230071343947e+05
-1.607324830567758065e+06,-7.177998718254446285e+05
-1.607949979955604766e+06,-7.170499914914665278e+05
-1.608310925050380873e+06,-7.157732591831865720e+05
-1.607950085263691377e+06,-7.146754165897065541e+05
-1.607507526074107736e+06,-7.143338121188457590e+05
-1.606968399070903659e+06,-7.137483763526137918e+05
-1.605751471586711472e+06,-7.136052030967773171e+05
-1.604626325058201095e+06,-7.136052049681093777e+05
-1.604377543351183180e+06,-7.133558809552962193e+05
-1.603450125140603865e+06,-7.129249167886717478e+05
-1.603074850602384889e+06,-7.126752299277817365e+05
-1.602699767748370068e+06,-7.125498864086947870e+05
-1.602618382115083979e+06,-7.124685208275541663e+05
-1.602446966792616062e+06,-7.126361269206339493e+05
-1.599786896694968920e+06,-7.138039625732594868e+05
-1.598878580076260259e+06,-7.142581208826138172e+05
-1.597483665268957382e+06,-7.149069184674058342e+05
-1.595991430823935894e+06,-7.156205958106770413e+05
-1.592455483986819629e+06,-7.164315927916669752e+05
-1.591093009058756521e+06,-7.166911118255837355e+05
-1.589535894855255727e+06,-7.167559915840629255e+05
-1.587102903912285808e+06,-7.162693933954689419e+05
-1.585805308742701774e+06,-7.158476749653541483e+05
-1.585221390916388948e+06,-7.152637571390414378e+05
-1.585124071278670104e+06,-7.145500797957702307e+05
-1.585383590312586864e+06,-7.139012822109782137e+05
-1.586032387897378998e+06,-7.134471239016238833e+05
-1.587459742583921412e+06,-7.128632060753110563e+05
-1.588951977028942900e+06,-7.123117281282378826e+05
-1.590573970990922768e+06,-7.115980507849666756e+05
-1.592455483986819629e+06,-7.103653353738619480e+05
-1.592715003020736389e+06,-7.099436169437471544e+05
-1.593169161330090836e+06,-7.095543383928720141e+05
-1.595667032031539828e+06,-7.079323444308920298e+05
-1.597353905751999235e+06,-7.068618284159854520e+05
-1.597834808323018253e+06,-7.061784405519057764e+05
-1.597826016829643166e+06,-7.061755112827371340e+05
-1.597574697529850062e+06,-7.059250959871524246e+05
-1.597574634389463812e+06,-7.053001730611376697e+05
-1.598450154432337498e+06,-7.045501354434024543e+05
-1.598950252588290954e+06,-7.025498241137675941e+05
-1.599575146991322050e+06,-7.019250047512096353e+05
-1.599574774722741684e+06,-7.011751290277361404e+05
-1.600450005848869449e+06,-6.996749648772234796e+05
-1.600574628213224933e+06,-6.977999263908293797e+05
-1.599957491790220374e+06,-6.972085786670447560e+05
-1.599501188220187323e+06,-6.971307199968517525e+05
-1.599074933388053440e+06,-6.963004184135484975e+05
-1.598575035286987433e+06,-6.961749183632208733e+05
-1.597824726692011114e+06,-6.954249930989755085e+05
-1.597325718482009135e+06,-6.943002786596410442e+05
-1.596699578989131376e+06,-6.943001297940162476e+05
-1.596199757421544753e+06,-6.937997447691505076e+05
-1.595177688896021107e+06,-6.919708862006856361e+05
-1.594527048261582619e+06,-6.909063970618298044e+05
-1.593700332986218622e+06,-6.905501357172648422e+05
-1.593420684160130797e+06,-6.902703320885876892e+05
-1.593121375649235444e+06,-6.901694437915771268e+05
-1.592257703315427294e+06,-6.907662295998370973e+05
-1.591257297530581709e+06,-6.907658124147871276e+05
-1.591007667530623963e+06,-6.905159530935859075e+05
-1.590601101523096673e+06,-6.904804481192592066e+05
-1.590122467116350774e+06,-6.901531278997492045e+05
-1.589872834531900939e+06,-6.897781175470477901e+05
-1.589390695499734487e+06,-6.895979503468803596e+05
-1.588824804204748478e+06,-6.887999541222483385e+05
-1.588825197337944759e+06,-6.883000397805292159e+05
-1.588449634008574532e+06,-6.881750227119089104e+05
-1.588354754532251507e+06,-6.876360562380452175e+05
-1.587161698779647006e+06,-6.879682347706460860e+05
-1.585957478826362640e+06,-6.884572113189392257e+05
-1.585450016377887223e+06,-6.888499540648809634e+05
-1.585113390121066710e+06,-6.892198904241439886e+05
-1.583706828891651239e+06,-6.900862445695912465e+05
-1.582778473601405974e+06,-6.906268553622399922e+05
-1.581401606151103042e+06,-6.917792095617223531e+05
-1.580809458792123012e+06,-6.920920269617327722e+05
-1.580164888134250650e+06,-6.924799170954275178e+05
-1.579686247244295198e+06,-6.928778016631127102e+05
-1.579094303377755452e+06,-6.934136017385721207e+05
-1.578421537077334477e+06,-6.938681744083506055e+05
-1.577970970245293574e+06,-6.943180759426895529e+05
-1.577520944937017513e+06,-6.943178955930431839e+05
-1.577070948188590351e+06,-6.947679437443821225e+05
-1.575270453696975252e+06,-6.947671311585006770e+05
-1.574706628679717192e+06,-6.938675778547727969e+05
-1.574256655359198805e+06,-6.934169919338668697e+05
-1.574143715193786658e+06,-6.927161218488484155e+05
-1.573979089632673189e+06,-6.918680247625393094e+05
-1.573836293788633076e+06,-6.911899436147930101e+05
-1.573358601010829909e+06,-6.910243879532414721e+05
-1.572879974365548929e+06,-6.907497150400577812e+05
-1.572174540044655092e+06,-6.898156979227723787e+05
-1.571208266696929699e+06,-6.893625397368253907e+05
-1.569619757748131873e+06,-6.898121550322680268e+05
-1.569169839550283970e+06,-6.898121333095710725e+05
-1.568269357860582648e+06,-6.902619274952571141e+05
-1.567535250805977266e+06,-6.902620089874173282e+05
-1.565890723028479842e+06,-6.909398538128710352e+05
-1.563138758976032026e+06,-6.910938922116440954e+05
-1.562494435886859195e+06,-6.905015034268151503e+05
-1.561941081056589494e+06,-6.893789232172999764e+05
-1.561737395095736021e+06,-6.885761108714608708e+05
-1.561002706115251873e+06,-6.881024837483472656e+05
-1.560244321348764002e+06,-6.868326937488709809e+05
-1.559989207438157871e+06,-6.861553221922641387e+05
-1.559224558905106736e+06,-6.860472223439038498e+05
-1.557829131169641390e+06,-6.861885474380201194e+05
-1.556675711679989472e+06,-6.862258852257850813e+05
-1.555446389219653793e+06,-6.860961532558994368e+05
-1.554573838085844647e+06,-6.852122784035486402e+05
-1.554522951298621716e+06,-6.844207289739585249e+05
-1.554579743956189370e+06,-6.839707359691595193e+05
-1.555154799656027695e+06,-6.829810567146431422e+05
-1.555763458007903770e+06,-6.817780265519242967e+05
-1.556286107573247980e+06,-6.810038517960679019e+05
-1.557027911791265709e+06,-6.805867581507010618e+05
-1.557676895473883022e+06,-6.803596017946470529e+05
-1.559544604032162810e+06,-6.795940921274803113e+05
-1.560818978061319795e+06,-6.789965631650099531e+05
-1.564090796856877394e+06,-6.751560978988637216e+05
-1.565058121714771725e+06,-6.744218636335094925e+05
-1.565624516902638366e+06,-6.739494566858803155e+05
-1.566254970148646971e+06,-6.728700414984147064e+05
-1.565984930546768010e+06,-6.724702370709907264e+05
-1.565373046911032172e+06,-6.722462405009958893e+05
-1.564600198746473296e+06,-6.723435045472990023e+05
-1.563878266777861165e+06,-6.725272190914335661e+05
-1.562701375582251698e+06,-6.727794419730630470e+05
-1.561419647382992087e+06,-6.729523215586862061e+05
-1.560380579591730144e+06,-6.731010456437431276e+05
-1.559696072082109516e+06,-6.731987058087801561e+05
-1.559073257154563908e+06,-6.731426810433410574e+05
-1.558420672182409093e+06,-6.728724935749375727e+05
-1.557663912365733180e+06,-6.726392639767141081e+05
-1.556496172927885782e+06,-6.723128033349913312e+05
-1.555669997345343465e+06,-6.720913843432861613e+05
-1.553756968920719577e+06,-6.723193923016785411e+05
-1.553307335135458736e+06,-6.727697767383096507e+05
-1.552669468769111438e+06,-6.732380974602909992e+05
-1.551677845978266792e+06,-6.733383990752643440e+05
-1.549820179733690107e+06,-6.738966979974963469e+05
-1.548806145541926147e+06,-6.741192219839191530e+05
-1.547906136934624752e+06,-6.743181738195972284e+05
-1.547456277543839766e+06,-6.745691757471193559e+05
-1.547107007467997260e+06,-6.747454577580577461e+05
-1.546498152614224935e+06,-6.749174625787835103e+05
-1.546033459415468853e+06,-6.751195673259780742e+05
-1.545604606233419850e+06,-6.752984405928052729e+05
-1.544081769347462570e+06,-6.752102951183915138e+05
-1.543514229937775061e+06,-6.754973903028098866e+05
-1.542700224095314043e+06,-6.753501931650534971e+05
-1.541691511235840153e+06,-6.760045957581731491e+05
-1.540444912558309501e+06,-6.776494188098283485e+05
-1.539511385314714396e+06,-6.787875946859483374e+05
-1.538591165542987874e+06,-6.795942321821032092e+05
-1.536632848357379669e+06,-6.805895223827300360e+05
-1.535661131602805806e+06,-6.815414321739886655e+05
-1.535292475082772551e+06,-6.818830300738008227e+05
-1.534789356223253999e+06,-6.824573467675026041e+05
-1.534238110775872134e+06,-6.829451275456268340e+05
-1.533665326245260192e+06,-6.832486025575506501e+05
-1.532822305555287283e+06,-6.838530718797792215e+05
-1.532087909559317632e+06,-6.842178783221800113e+05
-1.531392324313934660e+06,-6.845303904406157089e+05
-1.530060496488431934e+06,-6.851515053864106303e+05
-1.528558412636056310e+06,-6.856641047879834659e+05
-1.528055115820164792e+06,-6.859537335902506020e+05
-1.526309484582732664e+06,-6.865144456283056643e+05
-1.524805472632241668e+06,-6.861495357531018090e+05
-1.524814543625506572e+06,-6.848946968033730518e+05
-1.525841316749857040e+06,-6.832921411545308074e+05
-1.526770224562606541e+06,-6.823031727995591937e+05
-1.527149913791612489e+06,-6.815150570950757246e+05
-1.528276984830456087e+06,-6.805836396441762336e+05
-1.528333730214008130e+06,-6.801905794598988723e+05
-1.529262581399647053e+06,-6.795465627038289094e+05
-1.529742162083040457e+06,-6.788498891396239633e+05
-1.530289099611449521e+06,-6.782887321135326056e+05
-1.530857596722268965e+06,-6.773672660049046390e+05
-1.530965973205241375e+06,-6.765758352804037277e+05
-1.529795769774567569e+06,-6.757353633569919039e+05
-1.529031072377934586e+06,-6.749180395942777395e+05
-1.528501111991103273e+06,-6.744730376647275407e+05
-1.528597171162293991e+06,-6.736532950461531291e+05
-1.528163369544336107e+06,-6.730483174112368142e+05
-1.525121368598920992e+06,-6.732757600902593695e+05
-1.523424887975959340e+06,-6.734413338392801816e+05
-1.520911316070045577e+06,-6.740391395329362713e+05
-1.519294130043489160e+06,-6.732474018885053229e+05
-1.517613810426998185e+06,-6.729914634832873708e+05
-1.516400659591070609e+06,-6.727405625966448570e+05
-1.513672193742108997e+06,-6.723707093540068017e+05
-1.511657190184742445e+06,-6.722050633316721069e+05
-1.511223102967912331e+06,-6.722842353071549442e+05
-1.509634618763716193e+06,-6.725739545792127028e+05
-1.509184662583802361e+06,-6.730243665355013218e+05
-1.508284757668217411e+06,-6.730242344799202401e+05
-1.507384062025207328e+06,-6.739246164470785297e+05
-1.506962664283825085e+06,-6.742659880746136187e+05
-1.506569030076252297e+06,-6.744315495765833184e+05
-1.506261378549468471e+06,-6.746875156411051285e+05
-1.505783299532115459e+06,-6.749958377611944452e+05
-1.505201022132670041e+06,-6.755360462851250777e+05
-1.504291110242080409e+06,-6.762061005082674092e+05
-1.503755474846697412e+06,-6.764867430061870255e+05
-1.503131565036101965e+06,-6.770410942703725304e+05
-1.501999119732377352e+06,-6.781539031787674176e+05
-1.499961096022067824e+06,-6.793876237349695293e+05
-1.498356658983246423e+06,-6.794790931978084845e+05
-1.497097946052332176e+06,-6.793628354974793037e+05
-1.496075488592045382e+06,-6.795903810235376004e+05
-1.495567990960345836e+06,-6.796743489930544747e+05
-1.494667451821805676e+06,-6.797307627348323585e+05
-1.494048491982006934e+06,-6.791393466126101557e+05
-1.493403736888204236e+06,-6.787757211366111878e+05
-1.492592345001376467e+06,-6.778926059212579858e+05
-1.492583529843403259e+06,-6.757469101841576630e+05
-1.492277619228419149e+06,-6.742924181733514415e+05
-1.491828231289103860e+06,-6.738420349176825257e+05
-1.491378225261729443e+06,-6.738413051004912704e+05
-1.490399637794002891e+06,-6.731123786900743144e+05
-1.489386274067377904e+06,-6.727051035872752545e+05
-1.488440339412057074e+06,-6.718531503788393456e+05
-1.487815995355503168e+06,-6.711943167803062825e+05
-1.487003493755894946e+06,-6.703280522718685679e+05
-1.486395678248320939e+06,-6.697245073211792624e+05
-1.486029730033197906e+06,-6.690562216318718856e+05
-1.485819085637555225e+06,-6.685261024003830971e+05
-1.485797316420450574e+06,-6.676862022215980105e+05
-1.485966739957140293e+06,-6.670023330023479648e+05
-1.486600988508366048e+06,-6.661817512619551271e+05
-1.487299975990104722e+06,-6.656483812103753444e+05
-1.488113291400059825e+06,-6.652785354505515425e+05
-1.488912439061830053e+06,-6.647450172464417992e+05
-1.490372815350607038e+06,-6.638342155689281644e+05
-1.491693707353724400e+06,-6.635209071393851191e+05
-1.493761617278187769e+06,-6.635275780997852562e+05
-1.494719058678659378e+06,-6.639250677397473482e+05
-1.497371524245115463e+06,-6.635404334404958645e+05
-1.498824785455851816e+06,-6.632849329408236081e+05
-1.499701409131339751e+06,-6.628926039628528524e+05
-1.501435522422774229e+06,-6.622743970542378956e+05
-1.502336460867043585e+06,-6.616889089542907896e+05
-1.503439165234584128e+06,-6.611835661044087028e+05
-1.504191214315341553e+06,-6.604819383425930282e+05
-1.504980755910519976e+06,-6.595716667065626243e+05
-1.505621589095764561e+06,-6.585850512938472675e+05
-1.505843940470203524e+06,-6.579123050552125787e+05
-1.506461552644735202e+06,-6.570135925379144028e+05
-1.506532593735687435e+06,-6.564498997681844048e+05
-1.507659495695826365e+06,-6.548525605491101742e+05
-1.510553688476199983e+06,-6.521204595304320101e+05
-1.512160145830718335e+06,-6.505608580681984313e+05
-1.512912399905879516e+06,-6.496345658802343532e+05
-1.513695630649423925e+06,-6.489591728912094841e+05
-1.514317338902520481e+06,-6.482892394910319708e+05
-1.515326222229819512e+06,-6.478875692902118899e+05
-1.515617756950872019e+06,-6.474821095665388275e+05
-1.514352472012016224e+06,-6.471182703385195928e+05
-1.513863860160617623e+06,-6.454224283859411953e+05
-1.513899568639323581e+06,-6.445644832057208987e+05
-1.513844456902561942e+06,-6.440224525420534192e+05
-1.513175346910109511e+06,-6.423062540490179090e+05
-1.513083790531438077e+06,-6.413371561908409931e+05
-1.513293977000784595e+06,-6.408907541518649086e+05
-1.513902319661300629e+06,-6.410449751347496640e+05
-1.514556398241922027e+06,-6.408922117515109712e+05
-1.514656128336078487e+06,-6.403556797067275038e+05
-1.513538731235018698e+06,-6.393493014612888219e+05
-1.512582469437607797e+06,-6.375897985392735573e+05
-1.511850796152128838e+06,-6.358809079930431908e+05
-1.511152240049039014e+06,-6.350417736414899118e+05
-1.510462983990792884e+06,-6.345457743994878838e+05
-1.509374345183149446e+06,-6.343998726468385430e+05
-1.508370701198144583e+06,-6.336493199748280458e+05
-1.504617267721396638e+06,-6.341133590210381662e+05
-1.503013665629134979e+06,-6.341232519187241560e+05
-1.502070736809030874e+06,-6.334448301730094245e+05
-1.501742687479866901e+06,-6.318490487027065828e+05
-1.502290284155122936e+06,-6.303173367786471499e+05
-1.502972877296918537e+06,-6.284390225319204619e+05
-1.502921166338435374e+06,-6.273803289744415088e+05
-1.502313728900355054e+06,-6.264292090392290847e+05
-1.500982112549402751e+06,-6.262599396585046779e+05
-1.499984543762207730e+06,-6.265346873551768949e+05
-1.498013812261989340e+06,-6.284475175890275277e+05
-1.495435656252167653e+06,-6.322293140725377016e+05
-1.493298254765920341e+06,-6.335582271806068020e+05
-1.490443079167298973e+06,-6.363612154008679790e+05
-1.488669776508866344e+06,-6.376270933058505179e+05
-1.486977189861165592e+06,-6.379483531333924038e+05
-1.485599076069904491e+06,-6.375652963328199694e+05
-1.485370720348385861e+06,-6.360666181247781496e+05
-1.484836793409463251e+06,-6.349569803795407061e+05
-1.484526489290893544e+06,-6.335703228967724135e+05
-1.485129259509044699e+06,-6.307715285442222375e+05
-1.485667107546979794e+06,-6.282412620546661783e+05
-1.485670051178237190e+06,-6.267499945463504409e+05
-1.485656427619250724e+06,-6.256866267567882314e+05
-1.487166831967329141e+06,-6.217480659855399281e+05
-1.489589163603925612e+06,-6.194401586899309186e+05
-1.492691291193871992e+06,-6.169569798635879997e+05
-1.495674407237672014e+06,-6.155812559991691960e+05
-1.498848088896129047e+06,-6.138662691689983476e+05
-1.500156553764976561e+06,-6.125705151591924950e+05
-1.501047775211311178e+06,-6.115910058804344153e+05
-1.501451764520894270e+06,-6.107106035735250916e+05
-1.501459135327353142e+06,-6.100192271294958191e+05
-1.501228133296656189e+06,-6.086393036013192032e+05
-1.501255575216005091e+06,-6.067537878875589231e+05
-1.500766159342864063e+06,-6.055525645724050701e+05
-1.500140897058010101e+06,-6.038412329572401941e+05
-1.499388515182789415e+06,-6.032639669369328767e+05
-1.499189346997521119e+06,-6.012184790307993535e+05
-1.499684999215432210e+06,-6.001225976399836363e+05
-1.499649642609268427e+06,-5.991087067017070949e+05
-1.499133820055614458e+06,-5.971941338511959184e+05
-1.496153752466181759e+06,-5.949028260538198519e+05
-1.494272435352859786e+06,-5.943810733368343208e+05
-1.493891186198533745e+06,-5.934310628863645252e+05
-1.494123463364949683e+06,-5.925927808971679769e+05
-1.494415248875100631e+06,-5.917453462019340368e+05
-1.494565712198975263e+06,-5.901793894906288479e+05
-1.495167872822548263e+06,-5.895863165517636808e+05
-1.496181415879142703e+06,-5.892462582854836946e+05
-1.498103424362063175e+06,-5.898508909140337491e+05
-1.499353652291672071e+06,-5.900442659657603363e+05
-1.502039621021265863e+06,-5.903581008528698003e+05
-1.502689443597283680e+06,-5.900811656831427244e+05
-1.502719647387749748e+06,-5.868470185588051099e+05
-1.505199580853466177e+06,-5.837853265579768922e+05
-1.507134230198708829e+06,-5.821755018486818299e+05
-1.508227482800828991e+06,-5.809766881479605800e+05
-1.509414666976220906e+06,-5.786000275159438606e+05
-1.509932065714590950e+06,-5.757228209079060471e+05
-1.510311214192664716e+06,-5.749098017591924872e+05
-1.511847431189541006e+06,-5.742613512093202444e+05
-1.513089181293800939e+06,-5.730635302219456062e+05
-1.513850550595645560e+06,-5.718649779793098569e+05
-1.513060937715876848e+06,-5.710038624603388598e+05
-1.512171213790141977e+06,-5.708348768361102557e+05
-1.511674002344847191e+06,-5.703153515715129906e+05
-1.511783087995728711e+06,-5.689484399857145036e+05
-1.511467183113185456e+06,-5.678619651778773405e+05
-1.511454833409671439e+06,-5.671495882892361842e+05
-1.512092530809093267e+06,-5.665357075814721175e+05
-1.514619003130821511e+06,-5.661535392450261861e+05
-1.514657878411672311e+06,-5.653103584319388028e+05
-1.516126738059016876e+06,-5.623699326764602447e+05
-1.516213123417969095e+06,-5.617006566076813033e+05
-1.515763980512164533e+06,-5.613586768658385845e+05
-1.515313544832750922e+06,-5.612505996034058044e+05
-1.514413488716085674e+06,-5.612504584829999367e+05
-1.513244733529552817e+06,-5.610057017980365781e+05
-1.512486540825693635e+06,-5.604579825741335517e+05
-1.511797180046980036e+06,-5.601778107317104004e+05
-1.511602463288461324e+06,-5.592457763675565366e+05
-1.511782760664169444e+06,-5.587314773656376638e+05
-1.512186551117258379e+06,-5.582095504925812129e+05
-1.512234017743277829e+06,-5.569925376414336497e+05
-1.512395532645696076e+06,-5.558925351196888369e+05
-1.513420666099283146e+06,-5.551068846046848921e+05
-1.515284870181838050e+06,-5.545630617846035166e+05
-1.516116957870311337e+06,-5.534766027765733888e+05
-1.516449353480115533e+06,-5.521345234854485607e+05
-1.516602291088390863e+06,-5.504045850522033870e+05
-1.516919590835541952e+06,-5.486930615536650876e+05
-1.518163899142318871e+06,-5.484149218360810773e+05
-1.518441493967843475e+06,-5.482116680014291778e+05
-1.518630323012788082e+06,-5.478522142112648580e+05
-1.518644365983347641e+06,-5.473737444261695491e+05
-1.518380895251426846e+06,-5.470439438511379994e+05
-1.516825819658958353e+06,-5.469962601871871157e+05
-1.515855926815961953e+06,-5.462592194941015914e+05
-1.515459817870896310e+06,-5.453206571653658757e+05
-1.515456671361004468e+06,-5.453013092255921802e+05
-1.515230345187654719e+06,-5.439096259569530375e+05
-1.515812020756902639e+06,-5.430286365009821020e+05
-1.516370893590665190e+06,-5.423345531291741645e+05
-1.517284715104542673e+06,-5.404508040656228550e+05
-1.517630712579346262e+06,-5.400339455096876482e+05
-1.518754496447633021e+06,-5.388963923612479120e+05
-1.520659172929739812e+06,-5.377069140028619440e+05
-1.521643845130475238e+06,-5.371753550576319685e+05
-1.522462192067035474e+06,-5.370509340284237405e+05
-1.523688877396869007e+06,-5.364237232643981697e+05
-1.525278549907164648e+06,-5.357856767656906741e+05
-1.526750174345486797e+06,-5.350593787803442683e+05
-1.527281012427983107e+06,-5.341698254260373069e+05
-1.526949871242316207e+06,-5.334250272468313342e+05
-1.527199547904656734e+06,-5.310500900307053234e+05
-1.526700030881114537e+06,-5.305501007922734134e+05
-1.526700218439604156e+06,-5.297997645287094638e+05
-1.527700327658355003e+06,-5.268004467086765217e+05
-1.527449504022342619e+06,-5.255499417177430587e+05
-1.527699564507123083e+06,-5.238002145615576301e+05
-1.526949862447262974e+06,-5.225499207968852716e+05
-1.526575016443907283e+06,-5.199249889114117832e+05
-1.527450080351162236e+06,-5.177999917738258373e+05
-1.528574873501667287e+06,-5.165497209681146196e+05
-1.528199774049557280e+06,-5.148000989244140801e+05
-1.528228686683710199e+06,-5.130890312033824739e+05
-1.528824610718124313e+06,-5.114248311262425268e+05
-1.528575129146736348e+06,-5.094247186488516745e+05
-1.528200089684960200e+06,-5.089248946818826371e+05
-1.528574845090316143e+06,-5.076752836430447642e+05
-1.530825325579721481e+06,-5.039250291156588937e+05
-1.531325164239998441e+06,-5.020500072794895386e+05
-1.531700094728040509e+06,-5.020500530109931133e+05
-1.531949689241550397e+06,-5.022999438619097928e+05
-1.532324639349608449e+06,-5.022999548359937035e+05
-1.532825000574117294e+06,-5.011749612180684926e+05
-1.533324869708006969e+06,-5.010500372017810587e+05
-1.533824502766348887e+06,-5.021750995368508738e+05
-1.534574665736008901e+06,-5.019248227357869619e+05
-1.534949731565999566e+06,-4.991747212943314225e+05
-1.535949558558225632e+06,-4.982997196276382892e+05
-1.535539998720457777e+06,-4.992798610130128218e+05
-1.535989523034067359e+06,-5.001796729770341190e+05
-1.536439933928947663e+06,-5.006300359995070030e+05
-1.537339663225884549e+06,-5.010799050931034144e+05
-1.537790061215494294e+06,-5.006301139313976164e+05
-1.537789719235944562e+06,-4.997297077570094843e+05
-1.538689334594332147e+06,-4.988298920773274149e+05
-1.538690004247752717e+06,-5.024299892529191566e+05
-1.539589705039264867e+06,-5.033300293841210078e+05
-1.541839811921993969e+06,-5.033303620819941862e+05
-1.542289782118240371e+06,-5.028800984721055138e+05
-1.543190108599285362e+06,-5.028799594856422627e+05
-1.545889735164884711e+06,-5.010001481792644481e+05
-1.546339673162737861e+06,-5.010797972499883617e+05
-1.547412644303115550e+06,-5.018503940634476021e+05
-1.549441774278293364e+06,-4.990114400591065059e+05
-1.551289877106728032e+06,-4.970300422207489028e+05
-1.552189655753786676e+06,-4.979300936410031281e+05
-1.553089725055473158e+06,-4.979296283541247249e+05
-1.553539763389196480e+06,-4.983805372236222611e+05
-1.548139551557939034e+06,-5.042301493461458595e+05
-1.548140072549248813e+06,-5.046800043137430330e+05
-1.548589767654531635e+06,-5.051300192557632108e+05
-1.549039886765330564e+06,-5.051303332900603418e+05
-1.549489748891514726e+06,-5.046799510279521346e+05
-1.550390051607392961e+06,-5.046800037402551970e+05
-1.551739766404884402e+06,-5.037796520981041831e+05
-1.552189706098370953e+06,-5.037799663701606332e+05
-1.553539947006750153e+06,-5.028799783599397051e+05
-1.553989802059298614e+06,-5.028802053085349035e+05
-1.554890013793485006e+06,-5.019801126925169956e+05
-1.555789673690896481e+06,-5.019800519049636787e+05
-1.556690326397486730e+06,-5.006297331129082595e+05
-1.557589674068547552e+06,-5.006297030274390127e+05
-1.558040150826382684e+06,-5.015299626737689832e+05
-1.558489870322252158e+06,-5.015299841118527111e+05
-1.559389698329387000e+06,-5.019799622799784411e+05
-1.559839466086449567e+06,-5.019798775617555366e+05
-1.560289810219902080e+06,-5.033301847854841035e+05
-1.560290012106783688e+06,-5.051301592755066813e+05
-1.559839520162316272e+06,-5.055800988111915649e+05
